"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN022023000","NEW DELHI PALAM, IN","2023-04-15",,"91","105","75"
"IN022023000","NEW DELHI PALAM, IN","2023-04-16",,"90","105",
"IN022023000","NEW DELHI PALAM, IN","2023-04-17","0.00","91","105","77"
"IN022023000","NEW DELHI PALAM, IN","2023-04-18",,"92","105","78"
"IN022023000","NEW DELHI PALAM, IN","2023-04-19",,"87","105",
"IN022023000","NEW DELHI PALAM, IN","2023-04-20",,"84","101",
"IN022023000","NEW DELHI PALAM, IN","2023-04-21",,"84","98",
"IN022023000","NEW DELHI PALAM, IN","2023-04-22","0.00","85","98","73"
"IN022023000","NEW DELHI PALAM, IN","2023-04-23","0.00","80","98",
"IN022023000","NEW DELHI PALAM, IN","2023-04-24","0.00","80","91","70"
"IN022023000","NEW DELHI PALAM, IN","2023-04-25",,"82","95","70"
"IN022023000","NEW DELHI PALAM, IN","2023-04-26",,"85","99","72"
"IN022023000","NEW DELHI PALAM, IN","2023-04-27",,"86",,"75"
"IN022023000","NEW DELHI PALAM, IN","2023-04-28","0.00","82","101","74"
"IN022023000","NEW DELHI PALAM, IN","2023-04-29",,"82","94","76"
"IN022023000","NEW DELHI PALAM, IN","2023-04-30","0.00","76","90",
"IN022023000","NEW DELHI PALAM, IN","2023-05-01","0.00","71","85",
"IN022023000","NEW DELHI PALAM, IN","2023-05-02","0.02","74",,"68"
"IN022023000","NEW DELHI PALAM, IN","2023-05-03","0.00","73","90",
"IN022023000","NEW DELHI PALAM, IN","2023-05-04","0.55","78","90","66"
"IN022023000","NEW DELHI PALAM, IN","2023-05-05","0.00","83","93","72"
"IN022023000","NEW DELHI PALAM, IN","2023-05-06",,"84",,
"IN022023000","NEW DELHI PALAM, IN","2023-05-07","0.00","85","100","75"
"IN022023000","NEW DELHI PALAM, IN","2023-05-08","0.08","85","100","73"
"IN022023000","NEW DELHI PALAM, IN","2023-05-09","0.00","87","99","72"
"IN022023000","NEW DELHI PALAM, IN","2023-05-10",,"87",,"73"
"IN022023000","NEW DELHI PALAM, IN","2023-05-11",,"89","103","74"
"IN022023000","NEW DELHI PALAM, IN","2023-05-12",,"92","108","76"
"IN022023000","NEW DELHI PALAM, IN","2023-05-13",,"93","108","80"
"IN022023000","NEW DELHI PALAM, IN","2023-05-14",,"93","105",
"IN022023000","NEW DELHI PALAM, IN","2023-05-15",,"93",,"80"
"IN022023000","NEW DELHI PALAM, IN","2023-05-16",,"92","107",
"IN022023000","NEW DELHI PALAM, IN","2023-05-17",,"91","106",
"IN022023000","NEW DELHI PALAM, IN","2023-05-18","0.01","86","99",
"IN022023000","NEW DELHI PALAM, IN","2023-05-19","0.00","90","102",
"IN022023000","NEW DELHI PALAM, IN","2023-05-20",,"93","107","79"
"IN022023000","NEW DELHI PALAM, IN","2023-05-21",,"98",,"81"
"IN022023000","NEW DELHI PALAM, IN","2023-05-22",,"100","112","87"
"IN022023000","NEW DELHI PALAM, IN","2023-05-23",,"96","112",
"IN022023000","NEW DELHI PALAM, IN","2023-05-24",,"85","112",
"IN022023000","NEW DELHI PALAM, IN","2023-05-25",,"83","99",
"IN022023000","NEW DELHI PALAM, IN","2023-05-26",,"84","94","70"
"IN022023000","NEW DELHI PALAM, IN","2023-05-27","0.75","81","94","68"
"IN022023000","NEW DELHI PALAM, IN","2023-05-28","0.00","85","95",
"IN022023000","NEW DELHI PALAM, IN","2023-05-29","0.00","80","96",
"IN022023000","NEW DELHI PALAM, IN","2023-05-30","0.03","81","96",
"IN022023000","NEW DELHI PALAM, IN","2023-05-31","0.75","76","96",
"IN022023000","NEW DELHI PALAM, IN","2023-06-01","0.03","79","89","72"
"IN022023000","NEW DELHI PALAM, IN","2023-06-02","0.01","84","94","73"
"IN022023000","NEW DELHI PALAM, IN","2023-06-03","0.00","87","97","77"
"IN022023000","NEW DELHI PALAM, IN","2023-06-04","0.01","85","97",
"IN022023000","NEW DELHI PALAM, IN","2023-06-05","0.00","89","101",
"IN022023000","NEW DELHI PALAM, IN","2023-06-06","0.00","89","103","77"
"IN022023000","NEW DELHI PALAM, IN","2023-06-07",,"91","102",
"IN022023000","NEW DELHI PALAM, IN","2023-06-08",,"94","105","82"
"IN022023000","NEW DELHI PALAM, IN","2023-06-09",,"93","106","83"
"IN022023000","NEW DELHI PALAM, IN","2023-06-10",,"93",,
"IN022023000","NEW DELHI PALAM, IN","2023-06-11","0.04","91","102","79"
"IN022023000","NEW DELHI PALAM, IN","2023-06-12","0.00","96","105",
"IN022023000","NEW DELHI PALAM, IN","2023-06-13",,"98","108",
"IN022023000","NEW DELHI PALAM, IN","2023-06-14",,"95","108",
"IN022023000","NEW DELHI PALAM, IN","2023-06-15",,"92","101","84"
"IN022023000","NEW DELHI PALAM, IN","2023-06-16",,"89","103",
"IN022023000","NEW DELHI PALAM, IN","2023-06-17",,"90","103","77"
"IN022023000","NEW DELHI PALAM, IN","2023-06-18",,"88","100",
"IN022023000","NEW DELHI PALAM, IN","2023-06-19","0.43","83","93","78"
"IN022023000","NEW DELHI PALAM, IN","2023-06-20","0.16","88","98","79"
"IN022023000","NEW DELHI PALAM, IN","2023-06-21","0.02","88","97","78"
"IN022023000","NEW DELHI PALAM, IN","2023-06-22","0.00","91","99",
"IN022023000","NEW DELHI PALAM, IN","2023-06-23","1.65","91","99","79"
"IN022023000","NEW DELHI PALAM, IN","2023-06-24","0.00","89","99",
"IN022023000","NEW DELHI PALAM, IN","2023-06-25","1.18","79","84","75"
"IN022023000","NEW DELHI PALAM, IN","2023-06-26","0.28","84","91","79"
"IN022023000","NEW DELHI PALAM, IN","2023-06-27","0.04","85","94","79"
"IN022023000","NEW DELHI PALAM, IN","2023-06-28","0.00","85","95",
"IN022023000","NEW DELHI PALAM, IN","2023-06-29","1.10","84","95","75"
"IN022023000","NEW DELHI PALAM, IN","2023-06-30","0.28","82","93",
"IN022023000","NEW DELHI PALAM, IN","2023-07-01","0.16","85","93","79"
"IN022023000","NEW DELHI PALAM, IN","2023-07-02","0.00","88","96","80"
"IN022023000","NEW DELHI PALAM, IN","2023-07-03",,"92","100","83"
"IN022023000","NEW DELHI PALAM, IN","2023-07-04",,"87","100",
"IN022023000","NEW DELHI PALAM, IN","2023-07-05",,"85","97",
"IN022023000","NEW DELHI PALAM, IN","2023-07-06",,"83","93","78"
"IN022023000","NEW DELHI PALAM, IN","2023-07-07",,"85","92","81"
"IN022023000","NEW DELHI PALAM, IN","2023-07-08","0.24","81","92","77"
"IN022023000","NEW DELHI PALAM, IN","2023-07-09","1.50","80","87","79"
"IN022023000","NEW DELHI PALAM, IN","2023-07-10","1.18","82","88","79"
"IN022023000","NEW DELHI PALAM, IN","2023-07-11","0.16","83","92","78"
"IN022023000","NEW DELHI PALAM, IN","2023-07-12","0.00","85","92",
"IN022023000","NEW DELHI PALAM, IN","2023-07-13","0.03","85","92","80"
"IN022023000","NEW DELHI PALAM, IN","2023-07-14","0.00","85","92",
"IN022023000","NEW DELHI PALAM, IN","2023-07-15","0.39","84","92",
"IN022023000","NEW DELHI PALAM, IN","2023-07-16","0.75","84","93","79"
"IN022023000","NEW DELHI PALAM, IN","2023-07-17","0.28","87","95","80"
"IN022023000","NEW DELHI PALAM, IN","2023-07-18","0.08","84","95","81"
"IN022023000","NEW DELHI PALAM, IN","2023-07-19","0.02","88","95","82"
"IN022023000","NEW DELHI PALAM, IN","2023-07-20","0.00","91","99",
"IN022023000","NEW DELHI PALAM, IN","2023-07-21",,"91","99",
"IN022023000","NEW DELHI PALAM, IN","2023-07-22",,"89","99",
"IN022023000","NEW DELHI PALAM, IN","2023-07-23",,"90","97",
"IN022023000","NEW DELHI PALAM, IN","2023-07-24",,"89","98",
"IN022023000","NEW DELHI PALAM, IN","2023-07-25",,"87",,
"IN022023000","NEW DELHI PALAM, IN","2023-07-26",,"82","96","77"
"IN022023000","NEW DELHI PALAM, IN","2023-07-27",,"85",,"81"
"IN022023000","NEW DELHI PALAM, IN","2023-07-28",,"83","94",
"IN022023000","NEW DELHI PALAM, IN","2023-07-29",,"82","94","76"
"IN022023000","NEW DELHI PALAM, IN","2023-07-30","0.00","86","95","78"
"IN022023000","NEW DELHI PALAM, IN","2023-07-31",,"88","95","80"
"IN022023000","NEW DELHI PALAM, IN","2023-08-01","0.00","88","98","81"
"IN022023000","NEW DELHI PALAM, IN","2023-08-02",,"87","98",
"IN022023000","NEW DELHI PALAM, IN","2023-08-03","0.02","87","96",
"IN022023000","NEW DELHI PALAM, IN","2023-08-04","1.06","85","96","79"
"IN022023000","NEW DELHI PALAM, IN","2023-08-05","0.12","86","93",
"IN022023000","NEW DELHI PALAM, IN","2023-08-06","0.39","88","94",
"IN022023000","NEW DELHI PALAM, IN","2023-08-07","0.00","87","94","81"
"IN022023000","NEW DELHI PALAM, IN","2023-08-08",,"87","93",
"IN022023000","NEW DELHI PALAM, IN","2023-08-09",,"87","93","81"
"IN022023000","NEW DELHI PALAM, IN","2023-08-10",,"87","96",
"IN022023000","NEW DELHI PALAM, IN","2023-08-11",,"88","98","81"
"IN022023000","NEW DELHI PALAM, IN","2023-08-12",,"89","98","82"
"IN022023000","NEW DELHI PALAM, IN","2023-08-13",,"87","98","81"
"IN022023000","NEW DELHI PALAM, IN","2023-08-14",,"87","93",
"IN022023000","NEW DELHI PALAM, IN","2023-08-15",,"87","96",
"IN022023000","NEW DELHI PALAM, IN","2023-08-16",,"89","97","82"
"IN022023000","NEW DELHI PALAM, IN","2023-08-17",,"90","97","82"
"IN022023000","NEW DELHI PALAM, IN","2023-08-18",,"91","97",
"IN022023000","NEW DELHI PALAM, IN","2023-08-19","1.73","86","97","76"
"IN022023000","NEW DELHI PALAM, IN","2023-08-20","0.02","89","96",
"IN022023000","NEW DELHI PALAM, IN","2023-08-21","0.00","90","99","83"
"IN022023000","NEW DELHI PALAM, IN","2023-08-22",,"87","97",
"IN022023000","NEW DELHI PALAM, IN","2023-08-23","0.00","82","97",
"IN022023000","NEW DELHI PALAM, IN","2023-08-24","0.20","84","92",
"IN022023000","NEW DELHI PALAM, IN","2023-08-25","0.00","87","95","78"
"IN022023000","NEW DELHI PALAM, IN","2023-08-26",,"87","96","80"
"IN022023000","NEW DELHI PALAM, IN","2023-08-27",,"87","97","80"
"IN022023000","NEW DELHI PALAM, IN","2023-08-28",,"88","97","80"
"IN022023000","NEW DELHI PALAM, IN","2023-08-29",,"89","98","80"
"IN022023000","NEW DELHI PALAM, IN","2023-08-30",,"89","97","82"
"IN022023000","NEW DELHI PALAM, IN","2023-08-31",,"90","99","81"
"IN022023000","NEW DELHI PALAM, IN","2023-09-01",,"92","99",
"IN022023000","NEW DELHI PALAM, IN","2023-09-02",,"90","99","82"
"IN022023000","NEW DELHI PALAM, IN","2023-09-03",,"89","99","81"
"IN022023000","NEW DELHI PALAM, IN","2023-09-04",,"89","99","81"
"IN022023000","NEW DELHI PALAM, IN","2023-09-05",,"90","100",
"IN022023000","NEW DELHI PALAM, IN","2023-09-06",,"88","99","80"
"IN022023000","NEW DELHI PALAM, IN","2023-09-07",,"87","100",
"IN022023000","NEW DELHI PALAM, IN","2023-09-08",,"86","100",
"IN022023000","NEW DELHI PALAM, IN","2023-09-09","0.47","80","90",
"IN022023000","NEW DELHI PALAM, IN","2023-09-10","1.81","78","90","74"
"IN022023000","NEW DELHI PALAM, IN","2023-09-11","0.01","82","89","76"
"IN022023000","NEW DELHI PALAM, IN","2023-09-12","0.04","85","93","78"
"IN022023000","NEW DELHI PALAM, IN","2023-09-13","0.00","88","96","80"
"IN022023000","NEW DELHI PALAM, IN","2023-09-14",,"89",,"82"
"IN022023000","NEW DELHI PALAM, IN","2023-09-15","0.04","84","97","75"
"IN022023000","NEW DELHI PALAM, IN","2023-09-16","0.00","82","92",
"IN022023000","NEW DELHI PALAM, IN","2023-09-17","0.51","83","91","77"
"IN022023000","NEW DELHI PALAM, IN","2023-09-18","0.08","84","91","77"
"IN022023000","NEW DELHI PALAM, IN","2023-09-19","0.00","88","95",
"IN022023000","NEW DELHI PALAM, IN","2023-09-20",,"88",,"81"
"IN022023000","NEW DELHI PALAM, IN","2023-09-21",,"88","100","82"
"IN022023000","NEW DELHI PALAM, IN","2023-09-22",,"87","100","81"
"IN022023000","NEW DELHI PALAM, IN","2023-09-23",,"82","94",
"IN022023000","NEW DELHI PALAM, IN","2023-09-24",,"83","94",
"IN022023000","NEW DELHI PALAM, IN","2023-09-25",,"85","95","77"
"IN022023000","NEW DELHI PALAM, IN","2023-09-26",,"86","95","79"
"IN022023000","NEW DELHI PALAM, IN","2023-09-27",,"85","95",
"IN022023000","NEW DELHI PALAM, IN","2023-09-28",,"84","94","73"
"IN022023000","NEW DELHI PALAM, IN","2023-09-29",,"85","94","74"
"IN022023000","NEW DELHI PALAM, IN","2023-09-30",,"85","96","77"
"IN022023000","NEW DELHI PALAM, IN","2023-10-01",,"84","96","74"
"IN022023000","NEW DELHI PALAM, IN","2023-10-02",,"82","95","72"
"IN022023000","NEW DELHI PALAM, IN","2023-10-03",,"82",,"68"
"IN022023000","NEW DELHI PALAM, IN","2023-10-04",,"82","93","70"
"IN022023000","NEW DELHI PALAM, IN","2023-10-05",,"82","93",
"IN022023000","NEW DELHI PALAM, IN","2023-10-06",,"83",,"71"
"IN022023000","NEW DELHI PALAM, IN","2023-10-07",,"85","95","75"
"IN022023000","NEW DELHI PALAM, IN","2023-10-08",,"87",,"76"
"IN022023000","NEW DELHI PALAM, IN","2023-10-09",,"87","96","78"
"IN022023000","NEW DELHI PALAM, IN","2023-10-10",,"85","96",
"IN022023000","NEW DELHI PALAM, IN","2023-10-11",,"82",,
"IN022023000","NEW DELHI PALAM, IN","2023-10-12",,"81","93","69"
"IN022023000","NEW DELHI PALAM, IN","2023-10-13",,"83","96",
"IN022023000","NEW DELHI PALAM, IN","2023-10-14",,"84","96","74"
"IN022023000","NEW DELHI PALAM, IN","2023-10-15",,"82","96",
"IN022023000","NEW DELHI PALAM, IN","2023-10-16",,"75","92",
"IN022023000","NEW DELHI PALAM, IN","2023-10-17","0.16","72","84","65"
"IN022023000","NEW DELHI PALAM, IN","2023-10-18","0.00","75",,
"IN022023000","NEW DELHI PALAM, IN","2023-10-19",,"75","85","64"
"IN022023000","NEW DELHI PALAM, IN","2023-10-20",,"75",,
"IN022023000","NEW DELHI PALAM, IN","2023-10-21",,"75",,"66"
"IN022023000","NEW DELHI PALAM, IN","2023-10-22",,"76","87","66"
"IN022023000","NEW DELHI PALAM, IN","2023-10-23",,"76",,
"IN022023000","NEW DELHI PALAM, IN","2023-10-24",,"76","86","66"
"IN022023000","NEW DELHI PALAM, IN","2023-10-25",,"76","86","66"
"IN022023000","NEW DELHI PALAM, IN","2023-10-26",,"76",,"65"
"IN022023000","NEW DELHI PALAM, IN","2023-10-27",,"75","86","64"
"IN022023000","NEW DELHI PALAM, IN","2023-10-28",,"76",,"63"
"IN022023000","NEW DELHI PALAM, IN","2023-10-29",,"77","89",
"IN022023000","NEW DELHI PALAM, IN","2023-10-30",,"78",,
"IN022023000","NEW DELHI PALAM, IN","2023-10-31",,"77","89",
"IN022023000","NEW DELHI PALAM, IN","2023-11-01",,"76","89",
"IN022023000","NEW DELHI PALAM, IN","2023-11-02",,"75","87",
"IN022023000","NEW DELHI PALAM, IN","2023-11-03",,"74","85",
"IN022023000","NEW DELHI PALAM, IN","2023-11-04",,"73","84",
"IN022023000","NEW DELHI PALAM, IN","2023-11-05",,"74",,
"IN022023000","NEW DELHI PALAM, IN","2023-11-06",,"74",,
"IN022023000","NEW DELHI PALAM, IN","2023-11-07",,"75","86",
"IN022023000","NEW DELHI PALAM, IN","2023-11-08",,"75","86",
"IN022023000","NEW DELHI PALAM, IN","2023-11-09",,"75","87",
"IN022023000","NEW DELHI PALAM, IN","2023-11-10","0.12","68","86",
"IN022023000","NEW DELHI PALAM, IN","2023-11-11","0.12","68",,"61"
"IN022023000","NEW DELHI PALAM, IN","2023-11-12","0.00","67",,
"IN022023000","NEW DELHI PALAM, IN","2023-11-13",,"68",,
"IN022023000","NEW DELHI PALAM, IN","2023-11-14",,"67",,
"IN022023000","NEW DELHI PALAM, IN","2023-11-15",,"67",,
"IN022023000","NEW DELHI PALAM, IN","2023-11-16",,"66",,
"IN022023000","NEW DELHI PALAM, IN","2023-11-17",,"69","81",
"IN022023000","NEW DELHI PALAM, IN","2023-11-18",,"70","81",
"IN022023000","NEW DELHI PALAM, IN","2023-11-19",,"68","80",
"IN022023000","NEW DELHI PALAM, IN","2023-11-20",,"67","77",
"IN022023000","NEW DELHI PALAM, IN","2023-11-21",,"66","77",
"IN022023000","NEW DELHI PALAM, IN","2023-11-22",,"64","77",
"IN022023000","NEW DELHI PALAM, IN","2023-11-23",,"65",,"54"
"IN022023000","NEW DELHI PALAM, IN","2023-11-24",,"66",,
"IN022023000","NEW DELHI PALAM, IN","2023-11-25",,"65",,
"IN022023000","NEW DELHI PALAM, IN","2023-11-26",,"68",,
"IN022023000","NEW DELHI PALAM, IN","2023-11-27",,"66","78",
"IN022023000","NEW DELHI PALAM, IN","2023-11-28",,"64","69",
"IN022023000","NEW DELHI PALAM, IN","2023-11-29",,"66","75","58"
"IN022023000","NEW DELHI PALAM, IN","2023-11-30",,"67","75",
"IN022023000","NEW DELHI PALAM, IN","2023-12-01",,"67","75",
"IN022023000","NEW DELHI PALAM, IN","2023-12-02",,"63","75",
"IN022023000","NEW DELHI PALAM, IN","2023-12-03",,"67",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-04","0.00","67","75",
"IN022023000","NEW DELHI PALAM, IN","2023-12-05","0.00","63",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-06",,"64",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-07",,"63",,"54"
"IN022023000","NEW DELHI PALAM, IN","2023-12-08",,"63",,"53"
"IN022023000","NEW DELHI PALAM, IN","2023-12-09",,"62",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-10",,"61",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-11",,"60",,"49"
"IN022023000","NEW DELHI PALAM, IN","2023-12-12",,"62",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-13",,"62",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-14",,"61",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-15",,"60",,"48"
"IN022023000","NEW DELHI PALAM, IN","2023-12-16",,"60",,"48"
"IN022023000","NEW DELHI PALAM, IN","2023-12-17",,"61",,"50"
"IN022023000","NEW DELHI PALAM, IN","2023-12-18",,"59",,"49"
"IN022023000","NEW DELHI PALAM, IN","2023-12-19",,"58",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-20",,"59","70",
"IN022023000","NEW DELHI PALAM, IN","2023-12-21",,"58",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-22",,"59",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-23",,"62",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-24",,"62",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-25",,"58",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-26",,"58",,
"IN022023000","NEW DELHI PALAM, IN","2023-12-27",,"55","61","50"
"IN022023000","NEW DELHI PALAM, IN","2023-12-28",,"55",,"49"
"IN022023000","NEW DELHI PALAM, IN","2023-12-29",,"57","64","52"
"IN022023000","NEW DELHI PALAM, IN","2023-12-30",,"58","66","54"
"IN022023000","NEW DELHI PALAM, IN","2023-12-31",,"56","66",
"IN022023000","NEW DELHI PALAM, IN","2024-01-01",,"53","61",
"IN022023000","NEW DELHI PALAM, IN","2024-01-02",,"52","59","47"
"IN022023000","NEW DELHI PALAM, IN","2024-01-03",,"51","59",
"IN022023000","NEW DELHI PALAM, IN","2024-01-04",,"51","59","45"
"IN022023000","NEW DELHI PALAM, IN","2024-01-05",,"54",,"50"
"IN022023000","NEW DELHI PALAM, IN","2024-01-06",,"53",,
"IN022023000","NEW DELHI PALAM, IN","2024-01-07",,"53",,
"IN022023000","NEW DELHI PALAM, IN","2024-01-08",,"52","61","46"
"IN022023000","NEW DELHI PALAM, IN","2024-01-09",,"51","59",
"IN022023000","NEW DELHI PALAM, IN","2024-01-10",,"49","56","45"
"IN022023000","NEW DELHI PALAM, IN","2024-01-11",,"51",,
"IN022023000","NEW DELHI PALAM, IN","2024-01-12",,"51",,"41"
"IN022023000","NEW DELHI PALAM, IN","2024-01-13",,"52","64","42"
"IN022023000","NEW DELHI PALAM, IN","2024-01-14",,"51",,"43"
"IN022023000","NEW DELHI PALAM, IN","2024-01-15",,"51",,"40"
"IN022023000","NEW DELHI PALAM, IN","2024-01-16",,"50","65","42"
"IN022023000","NEW DELHI PALAM, IN","2024-01-17",,"52","65","42"
"IN022023000","NEW DELHI PALAM, IN","2024-01-18",,"50","64","44"
"IN022023000","NEW DELHI PALAM, IN","2024-01-19",,"51","63","44"
"IN022023000","NEW DELHI PALAM, IN","2024-01-20",,"52",,
"IN022023000","NEW DELHI PALAM, IN","2024-01-21",,"48",,"43"
"IN022023000","NEW DELHI PALAM, IN","2024-01-22",,"51","64","43"
"IN022023000","NEW DELHI PALAM, IN","2024-01-23",,"54","63","45"
"IN022023000","NEW DELHI PALAM, IN","2024-01-24",,"51","63",
"IN022023000","NEW DELHI PALAM, IN","2024-01-25",,"52","63","43"
"IN022023000","NEW DELHI PALAM, IN","2024-01-26",,"55",,
"IN022023000","NEW DELHI PALAM, IN","2024-01-27",,"58",,
"IN022023000","NEW DELHI PALAM, IN","2024-01-28",,"56","73","48"
"IN022023000","NEW DELHI PALAM, IN","2024-01-29",,"58",,"47"
"IN022023000","NEW DELHI PALAM, IN","2024-01-30",,"54","70","49"
"IN022023000","NEW DELHI PALAM, IN","2024-01-31",,"56","65","49"
"IN022023000","NEW DELHI PALAM, IN","2024-02-01","0.79","59","65",
"IN022023000","NEW DELHI PALAM, IN","2024-02-02","0.08","54","65",
"IN022023000","NEW DELHI PALAM, IN","2024-02-03","0.00","59","70","45"
"IN022023000","NEW DELHI PALAM, IN","2024-02-04","0.12","61","70","54"
"IN022023000","NEW DELHI PALAM, IN","2024-02-05","0.02","59","69",
